cut,clarity,color,carat,price_per_carat
Premium,SI1,H,1.18,4719.209039548023
Premium,SI1,H,1.19,4839.495798319328
Premium,SI1,H,1.2,4915.231481481481
Premium,SI1,H,1.21,5064.613072877536
Premium,SI1,H,1.22,4939.344262295082
Premium,SI1,H,1.23,4213.821138211382
Premium,SI1,H,1.24,5309.677419354838
Premium,SI1,H,1.25,4724.0
Premium,SI1,H,1.26,5198.015873015873
Premium,SI1,H,1.28,5161.25
Premium,SI1,H,1.29,5106.976744186047
Premium,SI1,H,1.3,5065.0
Premium,SI1,H,1.31,5695.419847328244
Premium,SI1,H,1.32,5426.515151515151
Premium,SI1,H,1.33,5404.1353383458645
Premium,SI1,H,1.35,5683.7037037037035
Premium,SI1,H,1.39,5745.323741007194
Premium,SI1,H,1.4,5969.047619047619
Premium,SI1,H,1.42,5705.633802816902
Premium,SI1,H,1.49,6775.838926174497
Premium,SI1,H,1.5,6359.333333333333
Premium,SI1,H,1.51,6523.7086092715235
Premium,SI1,H,1.52,6176.597744360902
Premium,SI1,H,1.53,5884.313725490196
Premium,SI1,H,1.54,6796.103896103896
Premium,SI1,H,1.55,6630.322580645161
Premium,SI1,H,1.56,7044.871794871795
Premium,SI1,H,1.58,6796.202531645569
Premium,SI1,H,1.59,6630.188679245282
Premium,SI1,H,1.61,6087.888198757763
Premium,SI1,H,1.62,7070.9876543209875
Premium,SI1,H,1.64,6630.487804878049
Premium,SI1,H,1.7,6928.529411764706
Premium,SI1,H,1.71,6295.6140350877195
Premium,SI1,H,1.72,6729.534883720929
Premium,SI1,H,1.73,6605.924855491329
Premium,SI1,H,1.74,4765.80459770115
Premium,SI1,H,1.75,7474.857142857143
Premium,SI1,H,1.82,8213.736263736264
Premium,SI1,H,1.83,5553.005464480874
Premium,SI1,H,1.84,7522.826086956522
Premium,SI1,H,2.0,7622.571428571428
Premium,SI1,H,2.01,8273.289800995026
Premium,SI1,H,2.02,7525.742574257425
Premium,SI1,H,2.03,8287.43842364532
Premium,SI1,H,2.04,7825.490196078431
Premium,SI1,H,2.05,8546.829268292684
Premium,SI1,H,2.06,7215.0485436893205
Premium,SI1,H,2.07,6780.35426731079
Premium,SI1,H,2.08,8547.115384615385
Premium,SI1,H,2.09,7325.837320574163
Premium,SI1,H,2.12,8800.0
Premium,SI1,H,2.17,6382.488479262673
Premium,SI1,H,2.19,7492.465753424658
Premium,SI1,H,2.25,7659.111111111111
Premium,SI1,H,2.35,7659.148936170212
Premium,SI1,H,2.39,6982.008368200836
Premium,SI1,H,2.53,7215.01976284585
Premium,SI1,I,0.3,1686.6666666666667
Premium,SI1,I,0.31,1589.3548387096773
Premium,SI1,I,0.32,1583.8541666666667
Premium,SI1,I,0.33,1591.9191919191917
Premium,SI1,I,0.34,1605.8823529411764
Premium,SI1,I,0.35,1731.4285714285716
Premium,SI1,I,0.36,1541.6666666666667
Premium,SI1,I,0.38,1818.421052631579
Premium,SI1,I,0.4,1912.5
Premium,SI1,I,0.42,1911.904761904762
Premium,SI1,I,0.51,2125.4901960784314
Premium,SI1,I,0.52,2125.0
Premium,SI1,I,0.59,2062.7118644067796
Premium,SI1,I,0.69,2371.0144927536235
Premium,SI1,I,0.7,2734.2857142857147
Premium,SI1,I,0.71,2779.5774647887324
Premium,SI1,I,0.72,2774.7222222222226
Premium,SI1,I,0.75,2958.0
Premium,SI1,I,0.77,2712.987012987013
Premium,SI1,I,0.78,3047.4358974358975
Premium,SI1,I,0.79,2932.911392405063
Premium,SI1,I,0.8,3133.75
Premium,SI1,I,0.81,2855.555555555555
Premium,SI1,I,0.82,2932.9268292682927
Premium,SI1,I,0.9,3448.4444444444443
Premium,SI1,I,0.91,2843.4065934065934
Premium,SI1,I,0.92,3467.391304347826
Premium,SI1,I,0.95,4082.105263157895
Premium,SI1,I,0.96,2985.416666666667
Premium,SI1,I,1.0,4050.6666666666665
Premium,SI1,I,1.01,3936.386138613861
Premium,SI1,I,1.02,4043.333333333333
Premium,SI1,I,1.03,3998.78640776699
Premium,SI1,I,1.04,4228.125
Premium,SI1,I,1.06,4200.0
Premium,SI1,I,1.07,3898.753894080997
Premium,SI1,I,1.08,4144.444444444444
Premium,SI1,I,1.09,3662.5688073394494
Premium,SI1,I,1.1,4194.545454545455
Premium,SI1,I,1.11,4004.0540540540537
Premium,SI1,I,1.12,3961.607142857142
Premium,SI1,I,1.13,4037.3893805309735
Premium,SI1,I,1.14,4157.894736842105
Premium,SI1,I,1.15,4209.782608695653
Premium,SI1,I,1.16,4256.034482758621
Premium,SI1,I,1.17,4200.0
Premium,SI1,I,1.18,4255.932203389831
Premium,SI1,I,1.19,4363.445378151261
Premium,SI1,I,1.2,4450.333333333334
Premium,SI1,I,1.21,4472.910927456382
Premium,SI1,I,1.22,4468.306010928962
Premium,SI1,I,1.23,4250.0
Premium,SI1,I,1.24,4293.279569892473
Premium,SI1,I,1.25,4413.2
Premium,SI1,I,1.26,4592.063492063492
Premium,SI1,I,1.27,4440.157480314961
Premium,SI1,I,1.28,4787.890625
Premium,SI1,I,1.29,4815.697674418605
Premium,SI1,I,1.3,4760.0
Premium,SI1,I,1.31,4256.106870229008
Premium,SI1,I,1.32,4787.5
Premium,SI1,I,1.35,4784.074074074073
Premium,SI1,I,1.39,4815.827338129497
Premium,SI1,I,1.5,5707.0
Premium,SI1,I,1.51,5878.476821192053
Premium,SI1,I,1.52,5657.5
Premium,SI1,I,1.53,5824.183006535947
Premium,SI1,I,1.54,5354.761904761905
Premium,SI1,I,1.55,5720.0
Premium,SI1,I,1.6,5518.75
Premium,SI1,I,1.61,5576.39751552795
Premium,SI1,I,1.63,5079.141104294478
Premium,SI1,I,1.64,5314.634146341464
Premium,SI1,I,1.7,5636.470588235294
Premium,SI1,I,1.71,6493.567251461988
Premium,SI1,I,1.74,6333.333333333333
Premium,SI1,I,1.8,6637.777777777777
Premium,SI1,I,1.83,6493.442622950819
Premium,SI1,I,1.91,6950.43630017452
Premium,SI1,I,2.01,7445.494748479824
Premium,SI1,I,2.02,8102.970297029703
Premium,SI1,I,2.03,7439.532019704435
Premium,SI1,I,2.04,7773.774509803921
Premium,SI1,I,2.05,7914.146341463415
Premium,SI1,I,2.06,7521.35922330097
Premium,SI1,I,2.07,7693.3977455716595
Premium,SI1,I,2.08,7242.788461538461
Premium,SI1,I,2.09,7339.234449760766
Premium,SI1,I,2.1,7532.380952380952
Premium,SI1,I,2.13,6276.99530516432
Premium,SI1,I,2.14,7339.252336448598
Premium,SI1,I,2.16,8302.777777777777
Premium,SI1,I,2.18,6083.94495412844
Premium,SI1,I,2.21,8015.384615384615
Premium,SI1,I,2.22,7325.9009009009005
Premium,SI1,I,2.25,8015.111111111111
Premium,SI1,I,2.27,6326.872246696035
Premium,SI1,I,2.29,8208.29694323144
Premium,SI1,I,2.32,7769.827586206897
Premium,SI1,I,2.35,6036.170212765957
Premium,SI1,I,2.48,6739.919354838709
Premium,SI1,I,2.52,7242.857142857143
Premium,SI1,J,0.31,1426.4516129032259
Premium,SI1,J,0.32,1380.2083333333333
Premium,SI1,J,0.36,1320.8333333333335
Premium,SI1,J,0.38,1540.7894736842104
Premium,SI1,J,0.4,1687.5
Premium,SI1,J,0.5,2250.0
Premium,SI1,J,0.51,1937.2549019607843
Premium,SI1,J,0.55,2450.9090909090905
Premium,SI1,J,0.63,1874.6031746031747
Premium,SI1,J,0.66,1800.0
Premium,SI1,J,0.7,2583.2142857142862
Premium,SI1,J,0.71,2380.281690140845
Premium,SI1,J,0.72,2336.1111111111113
Premium,SI1,J,0.74,2609.4594594594596
Premium,SI1,J,0.75,2610.6666666666665
Premium,SI1,J,0.76,2505.2631578947367
Premium,SI1,J,0.77,2544.805194805195
Premium,SI1,J,0.78,2505.128205128205
Premium,SI1,J,0.79,2609.493670886076
Premium,SI1,J,0.8,2563.75
Premium,SI1,J,0.81,2540.740740740741
Premium,SI1,J,0.82,2656.09756097561
Premium,SI1,J,0.87,2667.816091954023
Premium,SI1,J,0.9,3291.4814814814818
Premium,SI1,J,0.91,3169.2307692307695
Premium,SI1,J,0.92,3106.5217391304345
Premium,SI1,J,0.96,3362.5
Premium,SI1,J,1.0,3582.0
Premium,SI1,J,1.02,3645.7516339869285
Premium,SI1,J,1.03,4032.038834951456
Premium,SI1,J,1.04,3880.7692307692305
Premium,SI1,J,1.08,3829.1666666666665
Premium,SI1,J,1.11,3174.7747747747744
Premium,SI1,J,1.12,3628.5714285714284
Premium,SI1,J,1.13,3729.203539823009
Premium,SI1,J,1.14,3326.3157894736846
Premium,SI1,J,1.16,3684.48275862069
Premium,SI1,J,1.17,3780.3418803418804
Premium,SI1,J,1.18,3779.661016949153
Premium,SI1,J,1.2,3844.027777777778
Premium,SI1,J,1.21,3823.96694214876
Premium,SI1,J,1.22,4132.786885245901
Premium,SI1,J,1.23,3779.6747967479673
Premium,SI1,J,1.24,3779.8387096774195
Premium,SI1,J,1.25,4058.4
Premium,SI1,J,1.26,4074.3386243386244
Premium,SI1,J,1.27,4032.283464566929
Premium,SI1,J,1.28,4132.8125
Premium,SI1,J,1.3,4233.461538461538
Premium,SI1,J,1.31,3983.8422391857507
Premium,SI1,J,1.35,3023.7037037037035
Premium,SI1,J,1.4,3527.857142857143
Premium,SI1,J,1.5,4688.0
Premium,SI1,J,1.51,4779.754020813624
Premium,SI1,J,1.52,4188.815789473684
Premium,SI1,J,1.53,4003.921568627451
Premium,SI1,J,1.54,4096.428571428572
Premium,SI1,J,1.55,4883.870967741936
Premium,SI1,J,1.58,4844.303797468354
Premium,SI1,J,1.6,4718.75
Premium,SI1,J,1.66,5112.650602409639
Premium,SI1,J,1.71,4930.799220272905
Premium,SI1,J,1.72,4413.081395348838
Premium,SI1,J,1.73,5328.323699421966
Premium,SI1,J,1.79,5142.458100558659
Premium,SI1,J,1.83,5851.912568306011
Premium,SI1,J,1.9,5728.9473684210525
Premium,SI1,J,2.0,6154.0
Premium,SI1,J,2.01,5966.44555002764
Premium,SI1,J,2.02,6153.960396039604
Premium,SI1,J,2.03,6294.417077175698
Premium,SI1,J,2.07,6633.333333333334
Premium,SI1,J,2.09,6633.492822966507
Premium,SI1,J,2.1,6633.333333333333
Premium,SI1,J,2.15,6393.488372093024
Premium,SI1,J,2.16,6633.333333333333
Premium,SI1,J,2.18,6393.577981651376
Premium,SI1,J,2.23,6196.711509715994
Premium,SI1,J,2.25,7112.888888888889
Premium,SI1,J,2.31,6633.333333333333
Premium,SI1,J,2.33,5654.2918454935625
Premium,SI1,J,2.38,5194.957983193278
Premium,SI1,J,2.4,6793.333333333334
Premium,SI1,J,2.51,6952.988047808765
Premium,SI1,J,2.56,6713.28125
Premium,SI1,J,2.57,7192.607003891051
Premium,SI2,D,0.3,1731.904761904762
Premium,SI2,D,0.31,1731.7972350230416
Premium,SI2,D,0.32,1656.25
Premium,SI2,D,0.33,1731.6017316017314
Premium,SI2,D,0.34,1659.4117647058822
Premium,SI2,D,0.35,1701.4285714285716
Premium,SI2,D,0.36,1635.0000000000002
Premium,SI2,D,0.38,2136.842105263158
Premium,SI2,D,0.4,1951.40625
Premium,SI2,D,0.41,1893.2457786116322
Premium,SI2,D,0.42,1902.3809523809523
Premium,SI2,D,0.43,1822.4806201550389
Premium,SI2,D,0.5,2399.0
Premium,SI2,D,0.51,2439.21568627451
Premium,SI2,D,0.52,2663.4615384615386
Premium,SI2,D,0.53,2486.7924528301887
Premium,SI2,D,0.56,2478.5714285714284
Premium,SI2,D,0.59,2679.6610169491523
Premium,SI2,D,0.6,2150.8333333333335
Premium,SI2,D,0.61,2144.2622950819673
Premium,SI2,D,0.64,2735.9375
Premium,SI2,D,0.67,2714.9253731343283
Premium,SI2,D,0.7,3380.15873015873
Premium,SI2,D,0.71,3411.267605633803
Premium,SI2,D,0.72,3467.7777777777783
Premium,SI2,D,0.75,2848.666666666667
Premium,SI2,D,0.76,3560.5263157894738
Premium,SI2,D,0.79,3536.7088607594933
Premium,SI2,D,0.81,3582.098765432099
Premium,SI2,D,0.82,3852.439024390244
Premium,SI2,D,0.85,3220.0
Premium,SI2,D,0.88,3852.2727272727275
Premium,SI2,D,0.9,4080.987654320988
Premium,SI2,D,0.91,4261.067503924646
Premium,SI2,D,0.92,4297.608695652174
Premium,SI2,D,0.93,4451.612903225806
Premium,SI2,D,0.96,4570.833333333334
Premium,SI2,D,0.97,3695.8762886597938
Premium,SI2,D,1.0,4545.222222222223
Premium,SI2,D,1.01,4488.036303630363
Premium,SI2,D,1.02,4548.257080610022
Premium,SI2,D,1.03,4374.174757281553
Premium,SI2,D,1.04,4376.682692307692
Premium,SI2,D,1.05,4852.857142857143
Premium,SI2,D,1.06,5087.735849056604
Premium,SI2,D,1.07,4625.233644859813
Premium,SI2,D,1.08,4757.407407407407
Premium,SI2,D,1.09,4457.03363914373
Premium,SI2,D,1.1,4421.818181818182
Premium,SI2,D,1.11,4625.225225225225
Premium,SI2,D,1.12,4355.059523809523
Premium,SI2,D,1.13,3436.2831858407085
Premium,SI2,D,1.14,4116.959064327486
Premium,SI2,D,1.16,4427.586206896552
Premium,SI2,D,1.18,3568.64406779661
Premium,SI2,D,1.19,4625.210084033613
Premium,SI2,D,1.2,3502.5
Premium,SI2,D,1.21,4828.719008264463
Premium,SI2,D,1.22,5334.016393442624
Premium,SI2,D,1.23,4925.20325203252
Premium,SI2,D,1.24,4583.548387096775
Premium,SI2,D,1.25,3634.4
Premium,SI2,D,1.26,4295.238095238095
Premium,SI2,D,1.27,4423.622047244095
Premium,SI2,D,1.29,5375.968992248062
Premium,SI2,D,1.3,5429.743589743589
Premium,SI2,D,1.34,5099.253731343283
Premium,SI2,D,1.4,6013.571428571429
Premium,SI2,D,1.41,4956.0283687943265
Premium,SI2,D,1.46,5947.260273972603
Premium,SI2,D,1.5,5734.888888888888
Premium,SI2,D,1.51,6552.3178807947015
Premium,SI2,D,1.52,6402.192982456141
Premium,SI2,D,1.53,7240.522875816993
Premium,SI2,D,1.55,7099.354838709677
Premium,SI2,D,1.56,5678.205128205128
Premium,SI2,D,1.57,6289.808917197452
Premium,SI2,D,1.58,6920.253164556962
Premium,SI2,D,1.6,6290.0
Premium,SI2,D,1.61,6383.850931677018
Premium,SI2,D,1.62,5678.3950617283945
Premium,SI2,D,1.65,7098.181818181819
Premium,SI2,D,1.7,6551.764705882353
Premium,SI2,D,1.71,7792.397660818714
Premium,SI2,D,1.74,6926.436781609195
Premium,SI2,D,1.75,7670.857142857143
Premium,SI2,D,1.76,7878.977272727273
Premium,SI2,D,2.0,7811.375
Premium,SI2,D,2.01,7608.706467661692
Premium,SI2,D,2.02,5994.059405940594
Premium,SI2,D,2.03,9007.881773399016
Premium,SI2,D,2.04,8270.588235294117
Premium,SI2,D,2.05,6288.29268292683
Premium,SI2,D,2.11,7202.843601895735
Premium,SI2,D,2.14,8003.271028037383
Premium,SI2,D,2.17,7590.783410138249
Premium,SI2,D,2.25,8003.111111111111
Premium,SI2,D,2.57,6974.31906614786
Premium,SI2,E,0.2,1725.0
Premium,SI2,E,0.21,1876.1904761904761
Premium,SI2,E,0.3,1776.0
Premium,SI2,E,0.31,1667.741935483871
Premium,SI2,E,0.32,1601.5625
Premium,SI2,E,0.33,1601.5151515151515
Premium,SI2,E,0.34,1641.176470588235
Premium,SI2,E,0.35,1730.7142857142858
Premium,SI2,E,0.36,1549.2063492063494
Premium,SI2,E,0.38,1852.6315789473683
Premium,SI2,E,0.39,2066.6666666666665
Premium,SI2,E,0.4,1982.8125
Premium,SI2,E,0.41,1974.3902439024387
Premium,SI2,E,0.42,1966.6666666666667
Premium,SI2,E,0.43,1990.697674418605
Premium,SI2,E,0.44,2336.3636363636365
Premium,SI2,E,0.47,2280.8510638297876
Premium,SI2,E,0.48,2093.75
Premium,SI2,E,0.49,1936.734693877551
Premium,SI2,E,0.5,2374.6
Premium,SI2,E,0.51,2384.6405228758167
Premium,SI2,E,0.52,2227.8846153846152
Premium,SI2,E,0.53,2009.433962264151
Premium,SI2,E,0.54,2314.814814814815
Premium,SI2,E,0.55,2314.090909090909
Premium,SI2,E,0.56,2234.8214285714284
Premium,SI2,E,0.57,2224.561403508772
Premium,SI2,E,0.59,2054.237288135593
Premium,SI2,E,0.6,2376.666666666667
Premium,SI2,E,0.61,2811.4754098360654
Premium,SI2,E,0.62,2314.5161290322585
Premium,SI2,E,0.63,2336.5079365079364
Premium,SI2,E,0.65,2666.9230769230767
Premium,SI2,E,0.7,3349.5714285714284
Premium,SI2,E,0.71,3252.4256651017217
Premium,SI2,E,0.72,3092.5925925925926
Premium,SI2,E,0.73,3210.27397260274
Premium,SI2,E,0.74,3301.3513513513512
Premium,SI2,E,0.75,3362.0
Premium,SI2,E,0.76,3083.771929824561
Premium,SI2,E,0.77,3270.5627705627703
Premium,SI2,E,0.79,3488.6075949367087
Premium,SI2,E,0.8,3208.125
Premium,SI2,E,0.81,3221.3991769547324
Premium,SI2,E,0.82,3001.219512195122
Premium,SI2,E,0.83,3444.5783132530123
Premium,SI2,E,0.84,3369.0476190476193
Premium,SI2,E,0.9,4088.5185185185187
Premium,SI2,E,0.91,4050.9615384615386
Premium,SI2,E,0.92,4231.521739130435
Premium,SI2,E,0.93,4283.870967741936
Premium,SI2,E,0.94,4177.659574468085
Premium,SI2,E,0.95,4198.421052631579
Premium,SI2,E,0.96,4024.6527777777787
Premium,SI2,E,0.98,4569.3877551020405
Premium,SI2,E,1.0,4173.25
Premium,SI2,E,1.01,4371.225247524752
Premium,SI2,E,1.02,4390.196078431372
Premium,SI2,E,1.03,4410.582524271844
Premium,SI2,E,1.04,3916.826923076923
Premium,SI2,E,1.05,4484.523809523809
Premium,SI2,E,1.06,4252.830188679245
Premium,SI2,E,1.07,4350.934579439252
Premium,SI2,E,1.08,4311.11111111111
Premium,SI2,E,1.09,4390.214067278287
Premium,SI2,E,1.1,4315.757575757575
Premium,SI2,E,1.11,4099.279279279279
Premium,SI2,E,1.12,4200.0
Premium,SI2,E,1.13,4536.283185840708
Premium,SI2,E,1.15,4041.3913043478265
Premium,SI2,E,1.2,4845.555555555556
Premium,SI2,E,1.21,4781.198347107438
Premium,SI2,E,1.22,4594.262295081968
Premium,SI2,E,1.23,4919.1056910569105
Premium,SI2,E,1.24,3450.0
Premium,SI2,E,1.26,4014.285714285714
Premium,SI2,E,1.28,4390.625
Premium,SI2,E,1.3,4423.846153846153
Premium,SI2,E,1.31,3951.1450381679388
Premium,SI2,E,1.33,5377.443609022555
Premium,SI2,E,1.35,4265.185185185185
Premium,SI2,E,1.36,5644.85294117647
Premium,SI2,E,1.37,4927.7372262773715
Premium,SI2,E,1.39,5307.913669064748
Premium,SI2,E,1.4,4390.714285714286
Premium,SI2,E,1.5,6099.476190476191
Premium,SI2,E,1.51,5845.0331125827815
Premium,SI2,E,1.52,6211.8421052631575
Premium,SI2,E,1.54,5333.766233766233
Premium,SI2,E,1.56,6409.9358974358975
Premium,SI2,E,1.58,5039.873417721518
Premium,SI2,E,1.59,5711.949685534591
Premium,SI2,E,1.6,6551.875
Premium,SI2,E,1.62,5880.246913580247
Premium,SI2,E,1.64,5387.19512195122
Premium,SI2,E,1.66,6357.228915662651
Premium,SI2,E,1.7,5644.705882352941
Premium,SI2,E,1.75,6826.571428571428
Premium,SI2,E,1.76,5443.181818181818
Premium,SI2,E,1.81,7492.265193370165
Premium,SI2,E,1.83,6826.229508196721
Premium,SI2,E,2.0,7788.5
Premium,SI2,E,2.01,7742.1641791044785
Premium,SI2,E,2.02,7944.678217821783
Premium,SI2,E,2.04,8033.578431372549
Premium,SI2,E,2.05,8375.365853658537
Premium,SI2,E,2.06,7103.883495145631
Premium,SI2,E,2.07,6659.903381642513
Premium,SI2,E,2.08,7631.25
Premium,SI2,E,2.1,7991.9047619047615
Premium,SI2,E,2.12,7548.11320754717
Premium,SI2,E,2.14,8547.196261682242
Premium,SI2,E,2.57,6659.922178988328
Premium,SI2,E,2.71,6326.937269372694
Premium,SI2,F,0.3,1562.2222222222224
Premium,SI2,F,0.31,1687.0967741935483
Premium,SI2,F,0.32,1687.5
Premium,SI2,F,0.33,1563.6363636363633
Premium,SI2,F,0.34,1594.8529411764703
Premium,SI2,F,0.36,1238.888888888889
Premium,SI2,F,0.37,1686.4864864864865
Premium,SI2,F,0.38,2026.3157894736842
Premium,SI2,F,0.4,1868.75
Premium,SI2,F,0.41,1905.487804878049
Premium,SI2,F,0.43,1909.3023255813955
Premium,SI2,F,0.45,2146.666666666667
Premium,SI2,F,0.49,2094.8979591836733
Premium,SI2,F,0.5,2211.0
Premium,SI2,F,0.51,2089.705882352941
Premium,SI2,F,0.52,2151.923076923077
Premium,SI2,F,0.53,2343.396226415094
Premium,SI2,F,0.54,2208.0246913580245
Premium,SI2,F,0.55,2216.363636363636
Premium,SI2,F,0.56,2679.4642857142853
Premium,SI2,F,0.57,2625.438596491228
Premium,SI2,F,0.58,2113.793103448276
Premium,SI2,F,0.59,2235.593220338983
Premium,SI2,F,0.6,2208.3333333333335
Premium,SI2,F,0.61,2296.72131147541
Premium,SI2,F,0.62,2066.935483870968
Premium,SI2,F,0.7,2937.428571428572
Premium,SI2,F,0.71,3099.06103286385
Premium,SI2,F,0.72,2915.2777777777783
Premium,SI2,F,0.73,3074.246575342466
Premium,SI2,F,0.75,3183.333333333333
Premium,SI2,F,0.76,3181.578947368421
Premium,SI2,F,0.77,2940.909090909091
Premium,SI2,F,0.78,2984.6153846153843
Premium,SI2,F,0.79,3234.177215189873
Premium,SI2,F,0.8,3242.8125
Premium,SI2,F,0.82,3233.739837398374
Premium,SI2,F,0.83,3421.686746987952
Premium,SI2,F,0.84,3408.3333333333335
Premium,SI2,F,0.86,3370.9302325581393
Premium,SI2,F,0.87,3252.8735632183907
Premium,SI2,F,0.9,3996.8253968253966
Premium,SI2,F,0.91,3862.3076923076924
Premium,SI2,F,0.92,3928.0434782608695
Premium,SI2,F,0.93,3681.0035842293905
Premium,SI2,F,0.94,4097.517730496454
Premium,SI2,F,0.95,3704.21052631579
Premium,SI2,F,0.97,4141.494845360825
Premium,SI2,F,0.98,3556.122448979592
Premium,SI2,F,1.0,4121.190476190476
Premium,SI2,F,1.01,4198.593017196455
Premium,SI2,F,1.02,4101.330532212885
Premium,SI2,F,1.03,4326.537216828478
Premium,SI2,F,1.04,4006.7307692307695
Premium,SI2,F,1.05,4092.698412698413
Premium,SI2,F,1.06,4090.8805031446536
Premium,SI2,F,1.07,4217.406542056075
Premium,SI2,F,1.08,4119.675925925926
Premium,SI2,F,1.1,3977.272727272727
Premium,SI2,F,1.11,3791.4414414414414
Premium,SI2,F,1.12,3702.2321428571427
Premium,SI2,F,1.13,3858.4070796460182
Premium,SI2,F,1.14,4007.01754385965
Premium,SI2,F,1.15,3983.4782608695655
Premium,SI2,F,1.16,4020.5172413793107
Premium,SI2,F,1.17,3611.1111111111113
Premium,SI2,F,1.2,4807.083333333334
Premium,SI2,F,1.21,4794.834710743802
Premium,SI2,F,1.22,4749.180327868852
Premium,SI2,F,1.23,4563.008130081301
Premium,SI2,F,1.24,4625.806451612903
Premium,SI2,F,1.27,4274.015748031496
Premium,SI2,F,1.3,4634.2307692307695
Premium,SI2,F,1.31,3620.6106870229005
Premium,SI2,F,1.32,4955.30303030303
Premium,SI2,F,1.33,4183.709273182957
Premium,SI2,F,1.36,4748.529411764705
Premium,SI2,F,1.4,5342.142857142858
Premium,SI2,F,1.47,5588.0952380952385
Premium,SI2,F,1.5,5872.444444444444
Premium,SI2,F,1.51,5144.591611479029
Premium,SI2,F,1.52,4311.8421052631575
Premium,SI2,F,1.53,5844.226579520698
Premium,SI2,F,1.54,4863.636363636364
Premium,SI2,F,1.56,4782.371794871795
Premium,SI2,F,1.58,4172.151898734177
Premium,SI2,F,1.59,4479.874213836478
Premium,SI2,F,1.6,5460.0
Premium,SI2,F,1.62,5620.9876543209875
Premium,SI2,F,1.65,5874.545454545455
Premium,SI2,F,1.7,5959.294117647059
Premium,SI2,F,1.73,5291.907514450868
Premium,SI2,F,1.75,5040.0
Premium,SI2,F,1.9,6743.1578947368425
Premium,SI2,F,2.0,5706.5
Premium,SI2,F,2.01,7488.770433546554
Premium,SI2,F,2.02,8292.986798679867
Premium,SI2,F,2.03,5921.674876847291
Premium,SI2,F,2.04,8896.323529411766
Premium,SI2,F,2.05,9162.926829268294
Premium,SI2,F,2.06,8183.009708737864
Premium,SI2,F,2.07,8990.821256038647
Premium,SI2,F,2.08,6460.096153846153
Premium,SI2,F,2.09,7690.4306220095705
Premium,SI2,F,2.1,7789.047619047618
Premium,SI2,F,2.13,8002.347417840376
Premium,SI2,F,2.14,8290.654205607476
Premium,SI2,F,2.21,7537.1040723981905
Premium,SI2,F,2.22,6104.954954954955
Premium,SI2,F,2.32,6998.706896551725
Premium,SI2,F,2.4,6998.75
Premium,SI2,G,0.25,4744.0
Premium,SI2,G,0.3,1562.2222222222224
Premium,SI2,G,0.31,1563.4408602150536
Premium,SI2,G,0.32,1548.046875
Premium,SI2,G,0.33,1563.6363636363637
Premium,SI2,G,0.34,1688.2352941176468
Premium,SI2,G,0.36,1463.888888888889
Premium,SI2,G,0.39,1912.8205128205127
Premium,SI2,G,0.4,1912.5
Premium,SI2,G,0.45,1784.4444444444443
Premium,SI2,G,0.49,2212.2448979591836
Premium,SI2,G,0.5,2007.5
Premium,SI2,G,0.51,2025.098039215686
Premium,SI2,G,0.52,2165.0
Premium,SI2,G,0.53,2213.2075471698113
Premium,SI2,G,0.54,2115.7407407407404
Premium,SI2,G,0.55,2021.8181818181813
Premium,SI2,G,0.56,1969.6428571428569
Premium,SI2,G,0.58,2253.4482758620693
Premium,SI2,G,0.6,2388.3333333333335
Premium,SI2,G,0.62,2169.3548387096776
Premium,SI2,G,0.7,2955.454545454546
Premium,SI2,G,0.71,3012.5195618153366
Premium,SI2,G,0.72,2570.2777777777783
Premium,SI2,G,0.73,2205.4794520547944
Premium,SI2,G,0.74,3054.3918918918916
Premium,SI2,G,0.75,2992.8888888888887
Premium,SI2,G,0.76,2635.964912280702
Premium,SI2,G,0.77,2678.5714285714284
Premium,SI2,G,0.78,3187.1794871794873
Premium,SI2,G,0.79,2375.9493670886077
Premium,SI2,G,0.8,3077.5
Premium,SI2,G,0.81,2992.1810699588477
Premium,SI2,G,0.82,2995.1219512195125
Premium,SI2,G,0.83,3083.534136546185
Premium,SI2,G,0.84,3063.095238095238
Premium,SI2,G,0.85,2875.294117647059
Premium,SI2,G,0.9,3736.3492063492063
Premium,SI2,G,0.91,3492.490842490842
Premium,SI2,G,0.92,3871.1956521739135
Premium,SI2,G,0.93,3246.2365591397847
Premium,SI2,G,0.95,3556.0526315789475
Premium,SI2,G,0.96,3985.4166666666665
Premium,SI2,G,0.97,4227.835051546392
Premium,SI2,G,1.0,3903.3333333333335
Premium,SI2,G,1.01,4129.487731381834
Premium,SI2,G,1.02,3934.135472370766
Premium,SI2,G,1.03,4011.9741100323627
Premium,SI2,G,1.04,3981.891025641026
Premium,SI2,G,1.05,3973.6507936507933
Premium,SI2,G,1.06,4207.547169811321
Premium,SI2,G,1.07,3882.035306334371
Premium,SI2,G,1.08,3989.0211640211637
Premium,SI2,G,1.09,3804.892966360856
Premium,SI2,G,1.11,4097.117117117117
Premium,SI2,G,1.12,3785.714285714285
Premium,SI2,G,1.13,4055.3097345132746
Premium,SI2,G,1.14,4168.421052631579
Premium,SI2,G,1.15,4023.9130434782614
Premium,SI2,G,1.16,4283.620689655173
Premium,SI2,G,1.18,4312.71186440678
Premium,SI2,G,1.19,3426.8907563025214
Premium,SI2,G,1.2,4388.125
Premium,SI2,G,1.21,4266.446280991736
Premium,SI2,G,1.22,4788.0327868852455
Premium,SI2,G,1.23,3798.3739837398375
